start_station_name,date,avgtemp,value
2 Ave & E 96 St,2022-11-30,8.4,1
Freeman St & Southern Blvd,2022-11-17,5.7,1
Riverside Dr & W 82 St,2022-11-11,16.4,1
Plaza Dr & W 170 St,2022-11-07,21.3,1
Grand Concourse & E 167 St,2022-11-17,5.7,1
49 St & 31 Ave,2022-11-04,15.2,1
Waterbury St & Stagg St,2022-11-14,6.3,1
7 Ave & 20 St,2022-11-28,12.2,1
Sherman Ave & E 166 St,2022-11-03,15.7,1
31 St & Newtown Ave,2022-11-12,19.7,1
Montague St & Clinton St,2022-11-03,15.7,1
E 81 St & 3 Ave,2022-11-08,13.2,1
Warren St & Court St,2022-11-23,9.4,1
Walton Ave & E 171 St,2022-11-20,2.7,1
Carlton Ave & Park Ave,2022-11-10,12.6,1
Columbus Ave & W 95 St,2022-11-09,8.7,1
Grand Concourse & East Mount Eden Ave,2022-11-24,8.1,1
E 14 St & Avenue B,2022-11-26,9.3,1
E 10 St & Avenue A,2022-11-29,5.4,1
Ashland Pl & Dekalb Ave,2022-11-05,19.4,1
Broadway & E 14 St,2022-11-02,17.6,1
E 9 St & 5 Ave,2022-11-03,15.7,1
Canal St & Rutgers St,2022-11-04,15.2,1
West St & Chambers St,2022-11-04,15.2,1
Columbia Heights & Cranberry St,2022-11-12,19.7,1
31 St & Astoria Blvd,2022-11-08,13.2,1
West St & Chambers St,2022-11-02,17.6,1
West St & Chambers St,2022-11-13,12.9,1
Sullivan St & Washington Sq,2022-11-19,2.8,1
Little West St & 1 Pl,2022-11-19,2.8,1
E 1 St & 1 Ave,2022-11-05,19.4,1
Ogden Ave & W 165 St,2022-11-16,7.3,1
University Pl & E 14 St,2022-11-28,12.2,1
6 Ave & Canal St,2022-11-20,2.7,1
31 St & Broadway,2022-11-12,19.7,1
W 29 St & 9 Ave,2022-11-02,17.6,1
Sedgwick Ave & W Tremont Ave,2022-11-14,6.3,1
McKibbin St & Manhattan Ave,2022-11-29,5.4,1
MacDonough St & Marcy Ave,2022-11-22,6.6,1
4 Ave & 26 St,2022-11-17,5.7,1
Wilson Ave & Troutman St,2022-11-21,1.1,1
W 43 St & 10 Ave,2022-11-15,4.9,1
Metropolitan Ave & Bedford Ave,2022-11-28,12.2,1
Concord St & Bridge St,2022-11-04,15.2,1
E 14 St & 1 Ave,2022-11-29,5.4,1
1 Ave & E 78 St,2022-11-08,13.2,1
Queens Plaza North & Crescent St,2022-11-18,4.5,1
Fulton St & Waverly Ave,2022-11-04,15.2,1
Leonard St & Nassau Ave,2022-11-02,17.6,1
Kosciuszko St & Nostrand Ave,2022-11-28,12.2,1
Montague St & Clinton St,2022-11-12,19.7,1
Bergen St & Vanderbilt Ave,2022-11-20,2.7,1
Graham Ave & Grand St,2022-11-12,19.7,1
Kent Ave & N 7 St,2022-11-17,5.7,1
W 40 St & 7 Ave,2022-11-21,1.1,1
27 St & Hunter St,2022-11-12,19.7,1
W 31 St & 7 Ave,2022-11-17,5.7,1
Myrtle Ave & St Edwards St,2022-11-15,4.9,1
St Nicholas Ave & Manhattan Ave,2022-11-17,5.7,1
Cleveland Pl & Spring St,2022-11-18,4.5,1
Broadway & W 38 St,2022-11-14,6.3,1
Concord St & Bridge St,2022-11-03,15.7,1
West End Ave & W 60 St,2022-11-17,5.7,1
W 67 St & Broadway,2022-11-17,5.7,1
West End Ave & W 60 St,2022-11-20,2.7,1
Steinway St & Ditmars Blvd,2022-11-12,19.7,1
Lexington Ave & E 36 St,2022-11-06,19.8,1
W 47 St & 6 Ave,2022-11-14,6.3,1
Court St & State St,2022-11-06,19.8,1
W 54 St & 9 Ave,2022-11-05,19.4,1
Henry St & Atlantic Ave,2022-11-02,17.6,1
Andrew Ave N & Hall of Fame Tce,2022-11-28,12.2,1
S 4 St & Wythe Ave,2022-11-13,12.9,1
Carroll St & 5 Ave,2022-11-02,17.6,1
W 34 St & Hudson Blvd E,2022-11-01,16.9,1
Walker St & Baxter St,2022-11-04,15.2,1
E 60 St & York Ave,2022-11-22,6.6,1
Carroll St & Smith St,2022-11-09,8.7,1
E 47 St & 2 Ave,2022-11-17,5.7,1
W 51 St & 6 Ave,2022-11-11,16.4,1
W 49 St & 8 Ave,2022-11-14,6.3,1
Cedar St & Myrtle Ave,2022-11-19,2.8,1
S 4 St & Rodney St,2022-11-06,19.8,1
Westchester Ave & Southern Blvd,2022-11-08,13.2,1
E 67 St & Park Ave,2022-11-10,12.6,1
E 41 St & Madison Ave (SW corner),2022-11-04,15.2,1
Broadway & W 58 St,2022-11-23,9.4,1
Little West St & 1 Pl,2022-11-04,15.2,1
E 17 St & Broadway,2022-11-04,15.2,1
E 11 St & Avenue B,2022-11-04,15.2,1
E 51 St & 2 Ave,2022-11-29,5.4,1
Lafayette St & E 8 St,2022-11-04,15.2,1
24 St & 41 Ave,2022-11-09,8.7,1
E 17 St & Broadway,2022-11-07,21.3,1
Christopher St & Greenwich St,2022-11-28,12.2,1
E 20 St & FDR Dr,2022-11-30,8.4,1
1 Ave & E 39 St,2022-11-21,1.1,1
Ogden Ave & W 164 St,2022-11-18,4.5,1
5 Av & W 139 St,2022-11-05,19.4,1
Front St & Jay St,2022-11-02,17.6,1
6 Ave & Walker St,2022-11-08,13.2,1
E 14 St & Avenue B,2022-11-09,8.7,1
Lafayette Ave & Classon Ave,2022-11-26,9.3,1
E 9 St & 5 Ave,2022-11-10,12.6,1
11 Ave & W 41 St,2022-11-13,12.9,1
Riverside Blvd & W 67 St,2022-11-15,4.9,1
E 48 St & 5 Ave,2022-11-10,12.6,1
Columbus Ave & W 72 St,2022-11-12,19.7,1
Cleveland Pl & Spring St,2022-11-18,4.5,1
E 45 St & 3 Ave,2022-11-17,5.7,1
E 41 St & Madison Ave (SE corner),2022-11-09,8.7,1
White St & Moore St,2022-11-19,2.8,1
E 59 St & Madison Ave,2022-11-08,13.2,1
E 40 St & Park Ave,2022-11-18,4.5,1
8 Ave & W 24 St,2022-11-02,17.6,1
Orchard St & Grand St,2022-11-08,13.2,1
35 Ave & 10 St,2022-11-19,2.8,1
3 Ave & E 169 St,2022-11-05,19.4,1
E 25 St & 2 Ave,2022-11-06,19.8,1
E 47 St & 2 Ave,2022-11-11,16.4,1
W 84 St & Columbus Ave,2022-11-29,5.4,1
Devoe St & Morgan Ave,2022-11-05,19.4,1
Lawrence St & Willoughby St,2022-11-09,8.7,1
Great Jones St,2022-11-18,4.5,1
E 2 St & Avenue B,2022-11-16,7.3,1
Broadway & W 38 St,2022-11-08,13.2,1
E 138 St & Cypress Ave,2022-11-06,19.8,1
North Moore St & Greenwich St,2022-11-22,6.6,1
44 St & Greenpoint Ave,2022-11-16,7.3,1
North Moore St & Greenwich St,2022-11-08,13.2,1
Clark St & Henry St,2022-11-16,7.3,1
Roebling St & N 4 St,2022-11-07,21.3,1
10 Ave & W 14 St,2022-11-01,16.9,1
Washington St & Gansevoort St,2022-11-08,13.2,1
Bergen St & Vanderbilt Ave,2022-11-02,17.6,1
Carroll St & Smith St,2022-11-29,5.4,1
Central Ave & Starr Street,2022-11-12,19.7,1
Broadway & W 41 St,2022-11-01,16.9,1
Madison St & Forest Ave,2022-11-28,12.2,1
Little West St & 1 Pl,2022-11-12,19.7,1
E 77 St & 3 Ave,2022-11-29,5.4,1
E 1 St & Bowery,2022-11-19,2.8,1
Broadway & W 58 St,2022-11-18,4.5,1
E 22 St & 2 Ave,2022-11-10,12.6,1
W 29 St & 9 Ave,2022-11-10,12.6,1
1 Ave & E 62 St,2022-11-04,15.2,1
4 Ave & 3 St,2022-11-02,17.6,1
E 106 St & Lexington Ave,2022-11-28,12.2,1
Audobon Ave & W 179 St,2022-11-05,19.4,1
Liberty St & Broadway,2022-11-22,6.6,1
St James Pl & Pearl St,2022-11-28,12.2,1
St James Pl & Oliver St,2022-11-13,12.9,1
62 St & 34 Ave,2022-11-10,12.6,1
Madison Ave & E 26 St,2022-11-28,12.2,1
Broadway & Morris St,2022-11-28,12.2,1
Rivington St & Chrystie St,2022-11-09,8.7,1
Water St &  Fletcher St,2022-11-16,7.3,1
E 85 St & 3 Ave,2022-11-12,19.7,1
Park Ave & E 124 St,2022-11-03,15.7,1
E 25 St & 1 Ave,2022-11-04,15.2,1
Broadway & W 29 St,2022-11-18,4.5,1
E 27 St & Park Ave S,2022-11-08,13.2,1
Clinton St & Grand St,2022-11-20,2.7,1
1 Ave & E 30 St,2022-11-03,15.7,1
E 77 St & 3 Ave,2022-11-09,8.7,1
E 80 St & 2 Ave,2022-11-23,9.4,1
Broadway & W 142 St,2022-11-02,17.6,1
E 53 St & Madison Ave,2022-11-21,1.1,1
Clinton St & Union St,2022-11-19,2.8,1
E 9 St & 5 Ave,2022-11-14,6.3,1
E 10 St & Avenue A,2022-11-12,19.7,1
Mott St & Prince St,2022-11-04,15.2,1
White St & Moore St,2022-11-19,2.8,1
Perry St & Bleecker St,2022-11-18,4.5,1
Lexington Ave & E 24 St,2022-11-24,8.1,1
Knickerbocker Ave & Halsey St,2022-11-06,19.8,1
Broadway & E 21 St,2022-11-04,15.2,1
Intervale Ave & Kelly St,2022-11-20,2.7,1
Albee Square W & Fulton St,2022-11-11,16.4,1
Adelphi St & Myrtle Ave,2022-11-28,12.2,1
Perry St & Bleecker St,2022-11-16,7.3,1
MacDougal St & Prince St,2022-11-24,8.1,1
W 20 St & 10 Ave,2022-11-02,17.6,1
Clinton Ave & Myrtle Ave,2022-11-13,12.9,1
India St Pier,2022-11-03,15.7,1
E 10 St & 2 Ave,2022-11-13,12.9,1
Grand St & Elizabeth St,2022-11-02,17.6,1
38 St & Northern Blvd,2022-11-23,9.4,1
Montague St & Clinton St,2022-11-13,12.9,1
Ave D & E 8 St,2022-11-09,8.7,1
North Moore St & Greenwich St,2022-11-02,17.6,1
Washington Pl & 6 Ave,2022-11-17,5.7,1
St Marks Pl & 1 Ave,2022-11-07,21.3,1
Front St & Gold St,2022-11-04,15.2,1
Broadway & W 41 St,2022-11-20,2.7,1
Madison St & Forest Ave,2022-11-05,19.4,1
University Pl & E 8 St,2022-11-19,2.8,1
E 81 St & 3 Ave,2022-11-22,6.6,1
E 89 St & York Ave,2022-11-21,1.1,1
S 4 St & Rodney St,2022-11-07,21.3,1
1 Ave & E 6 St,2022-11-24,8.1,1
Meserole Ave & Manhattan Ave,2022-11-03,15.7,1
Greenwich St & Hubert St,2022-11-09,8.7,1
Mercer St & Bleecker St,2022-11-20,2.7,1
St. Ann's Av & Bruckner Blvd,2022-11-01,16.9,1
6 Ave & W 34 St,2022-11-04,15.2,1
E 13 St & 2 Ave,2022-11-04,15.2,1
Willoughby Ave & Myrtle Ave,2022-11-09,8.7,1
W 13 St & 7 Ave,2022-11-02,17.6,1
E 132 St & Madison Ave,2022-11-07,21.3,1
8 Ave & W 16 St,2022-11-05,19.4,1
W 27 St & 7 Ave,2022-11-22,6.6,1
31 Ave & Crescent St,2022-11-05,19.4,1
Forsyth St & Grand St,2022-11-13,12.9,1
24 Ave & 26 St,2022-11-10,12.6,1
4 Ave & E 12 St,2022-11-18,4.5,1
W 67 St & Broadway,2022-11-21,1.1,1
62 St & 34 Ave,2022-11-12,19.7,1
31 St & Newtown Ave,2022-11-14,6.3,1
E 47 St & 2 Ave,2022-11-16,7.3,1
24 Ave & 29 St,2022-11-19,2.8,1
30 Ave & 41 St,2022-11-16,7.3,1
W 25 St & 6 Ave,2022-11-07,21.3,1
Broadway & W 29 St,2022-11-25,10.0,1
W 4 St & 7 Ave S,2022-11-05,19.4,1
Degraw St & Hoyt St,2022-11-21,1.1,1
E 67 St & Park Ave,2022-11-09,8.7,1
Myrtle Ave & Fleet Pl,2022-11-17,5.7,1
W 64 St & Thelonious Monk Circle,2022-11-12,19.7,1
W 18 St & 6 Ave,2022-11-06,19.8,1
24 St & 41 Ave,2022-11-17,5.7,1
W 55 St & 6 Ave,2022-11-12,19.7,1
University Pl & E 14 St,2022-11-12,19.7,1
Motorgate,2022-11-16,7.3,1
9 Ave & W 45 St,2022-11-12,19.7,1
Columbus Ave & W 103 St,2022-11-23,9.4,1
Central Park S & 6 Ave,2022-11-01,16.9,1
E 4 St & Ave B,2022-11-01,16.9,1
E 155 St & Courtlandt Ave,2022-11-04,15.2,1
W 53 St & 10 Ave,2022-11-02,17.6,1
MacDougal St & Washington Sq,2022-11-04,15.2,1
E 170 St & Sheridan Ave,2022-11-12,19.7,1
S 3 St & Bedford Ave,2022-11-09,8.7,1
W 12 St & Hudson St,2022-11-15,4.9,1
W 24 St & 7 Ave,2022-11-04,15.2,1
President St & 4 Ave,2022-11-08,13.2,1
8 Ave & W 16 St,2022-11-26,9.3,1
1 Ave & E 16 St,2022-11-22,6.6,1
W 22 St & 8 Ave,2022-11-10,12.6,1
W 22 St & 10 Ave,2022-11-05,19.4,1
Prospect Ave & Longwood Ave,2022-11-09,8.7,1
Lenox Ave & W 144 St,2022-11-29,5.4,1
Thompson St & Bleecker St,2022-11-11,16.4,1
Grand Army Plaza & Plaza St West,2022-11-29,5.4,1
Hudson St & Reade St,2022-11-10,12.6,1
West Thames St,2022-11-06,19.8,1
34 Ave & 31 St,2022-11-03,15.7,1
W 54 St & 11 Ave,2022-11-02,17.6,1
50 St & Northern Blvd,2022-11-08,13.2,1
Little West St & 1 Pl,2022-11-26,9.3,1
Greenwich St & Hubert St,2022-11-10,12.6,1
Mercer St & Bleecker St,2022-11-21,1.1,1
Berry St & N 8 St,2022-11-30,8.4,1
W 42 St & 8 Ave,2022-11-24,8.1,1
McKibbin St & Manhattan Ave,2022-11-06,19.8,1
1 Ave & E 68 St,2022-11-11,16.4,1
8 Ave & W 33 St,2022-11-14,6.3,1
Stagg St & Morgan Ave,2022-11-19,2.8,1
Melrose St & Broadway,2022-11-25,10.0,1
W 45 St & 8 Ave,2022-11-04,15.2,1
9 Ave & W 39 St,2022-11-25,10.0,1
8 Ave & W 27 St,2022-11-02,17.6,1
10 St & 7 Ave,2022-11-12,19.7,1
University Pl & E 14 St,2022-11-11,16.4,1
W 47 St & 9 Ave,2022-11-26,9.3,1
1 Ave & E 30 St,2022-11-26,9.3,1
9 Ave & W 45 St,2022-11-30,8.4,1
Lincoln Ave & E 138 St,2022-11-02,17.6,1
Newton Rd & 44 St,2022-11-10,12.6,1
Whitehall St & Bridge St,2022-11-19,2.8,1
Madison St & Montgomery St,2022-11-02,17.6,1
President St & 4 Ave,2022-11-17,5.7,1
8 Ave & W 16 St,2022-11-29,5.4,1
E 81 St & Park Ave,2022-11-13,12.9,1
7 Ave & Park Pl,2022-11-26,9.3,1
Murray St & West St,2022-11-10,12.6,1
Willoughby Ave & Myrtle Ave,2022-11-30,8.4,1
Van Brunt St & Wolcott St,2022-11-18,4.5,1
Wyckoff St & Nevins St,2022-11-02,17.6,1
E 85 St & 3 Ave,2022-11-11,16.4,1
7 Ave & Park Pl,2022-11-28,12.2,1
W 50 St & 10 Ave,2022-11-14,6.3,1
St Nicholas Ave & W 134 St,2022-11-24,8.1,1
W 49 St & 8 Ave,2022-11-23,9.4,1
Jay St & York St,2022-11-04,15.2,1
Front St & Gold St,2022-11-02,17.6,1
38 Ave & 29 St,2022-11-11,16.4,1
Metropolitan Ave & Meeker Ave,2022-11-14,6.3,1
E 72 St & York Ave,2022-11-28,12.2,1
Flushing Ave & Vanderbilt Ave,2022-11-21,1.1,1
Chauncey St & Stuyvesant Ave,2022-11-26,9.3,1
12 Ave & W 125 St,2022-11-09,8.7,1
E 39 St & Lexington Ave,2022-11-17,5.7,1
Carroll St & Columbia St,2022-11-19,2.8,1
E 89 St & York Ave,2022-11-01,16.9,1
Centre St & Chambers St,2022-11-30,8.4,1
E 22 St & 2 Ave,2022-11-09,8.7,1
Humboldt St & Varet St,2022-11-20,2.7,1
Vesey St & Church St,2022-11-07,21.3,1
Cathedral Pkwy & Broadway,2022-11-28,12.2,1
Kane St & Clinton St,2022-11-22,6.6,1
1 Ave & E 68 St,2022-11-02,17.6,1
3 St & Prospect Park West,2022-11-12,19.7,1
Atlantic Ave & Fort Greene Pl,2022-11-15,4.9,1
Central Park W & W 103 St,2022-11-29,5.4,1
Greene St & Prince St,2022-11-09,8.7,1
Carroll St & 6 Ave,2022-11-10,12.6,1
5 Ave & E 63 St,2022-11-19,2.8,1
Lenox Ave & W 130 St,2022-11-23,9.4,1
East End Ave & E 86 St,2022-11-17,5.7,1
3 Ave & E 112 St,2022-11-19,2.8,1
Buchanan Pl & Grand Ave,2022-11-08,13.2,1
E 118 St & Park Ave,2022-11-02,17.6,1
Wythe Ave & Metropolitan Ave,2022-11-14,6.3,1
Frederick Douglass Blvd & W 117 St,2022-11-16,7.3,1
West St & Chambers St,2022-11-08,13.2,1
Pacific St & Classon Ave,2022-11-20,2.7,1
W 87 St & Amsterdam Ave,2022-11-20,2.7,1
E 75 St & 3 Ave,2022-11-09,8.7,1
W 21 St & 6 Ave,2022-11-12,19.7,1
E 118 St & 1 Ave,2022-11-12,19.7,1
Bergen St & Vanderbilt Ave,2022-11-16,7.3,1
Broadway & W 41 St,2022-11-29,5.4,1
Grand St & Samuel Dickstein Plaza,2022-11-23,9.4,1
Lenox Ave & W 126 St,2022-11-30,8.4,1
Lenox Ave & W 140 St,2022-11-19,2.8,1
2 Ave & E 72 St,2022-11-03,15.7,1
Greenwich St & Hubert St,2022-11-28,12.2,1
W 70 St & Amsterdam Ave,2022-11-05,19.4,1
Putnam Ave & Throop Ave,2022-11-22,6.6,1
Spring St & Hudson St,2022-11-14,6.3,1
Wyckoff Av & Stanhope St,2022-11-27,10.7,1
Broadway & E 21 St,2022-11-12,19.7,1
W 20 St & 10 Ave,2022-11-03,15.7,1
Lenox Ave & W 130 St,2022-11-18,4.5,1
N 15 St & Wythe Ave,2022-11-10,12.6,1
8 Ave & W 38 St,2022-11-18,4.5,1
Spruce St & Nassau St,2022-11-16,7.3,1
E 25 St & 1 Ave,2022-11-07,21.3,1
Congress St & Clinton St,2022-11-09,8.7,1
Congress St & Clinton St,2022-11-01,16.9,1
Allen St & Stanton St,2022-11-29,5.4,1
Congress St & Clinton St,2022-11-18,4.5,1
Bergen St & 4 Ave,2022-11-10,12.6,1
Underhill Ave & Lincoln Pl,2022-11-28,12.2,1
E 11 St & Avenue B,2022-11-17,5.7,1
E 165 St & Clay Ave,2022-11-08,13.2,1
Forsyth St & Grand St,2022-11-15,4.9,1
Perry St & Greenwich Ave,2022-11-26,9.3,1
Greene Ave & Grandview Ave,2022-11-19,2.8,1
7 Ave & 17 St,2022-11-29,5.4,1
E 53 St & Lexington Ave,2022-11-14,6.3,1
S 3 St & Bedford Ave,2022-11-19,2.8,1
S 3 St & Bedford Ave,2022-11-30,8.4,1
34 St & 35 Ave,2022-11-17,5.7,1
Sigourney St & Columbia St,2022-11-17,5.7,1
1 Ave & E 16 St,2022-11-07,21.3,1
E 10 St & Avenue A,2022-11-12,19.7,1
Gansevoort St & Hudson St,2022-11-01,16.9,1
7 Ave S & Bleecker St,2022-11-07,21.3,1
E 31 St & 3 Ave,2022-11-25,10.0,1
43 St & Skillman Ave,2022-11-03,15.7,1
Mt Morris Park W & W 120 St,2022-11-15,4.9,1
Allen St & Stanton St,2022-11-05,19.4,1
36 St & Queens Blvd,2022-11-15,4.9,1
Washington Ave & Park Ave,2022-11-17,5.7,1
E 157 St & River Ave,2022-11-07,21.3,1
LaGuardia Pl & W 3 St,2022-11-07,21.3,1
36 Ave & 10 St,2022-11-07,21.3,1
E 7 St & Ave B,2022-11-29,5.4,1
Metropolitan Ave & Meeker Ave,2022-11-15,4.9,1
Sterling Pl & Bedford Ave,2022-11-07,21.3,1
Central Ave & Starr Street,2022-11-12,19.7,1
14 St & 7 Ave,2022-11-23,9.4,1
Convent Ave & W 135 St,2022-11-22,6.6,1
E 39 St & Lexington Ave,2022-11-27,10.7,1
E 58 St & 1 Ave (NW Corner),2022-11-21,1.1,1
Centre St & Chambers St,2022-11-05,19.4,1
Grand St & Greene St,2022-11-03,15.7,1
Dock St & Front St,2022-11-25,10.0,1
E 11 St & 3 Ave,2022-11-30,8.4,1
McKibbin St & Bogart St,2022-11-02,17.6,1
Verona Pl & Fulton St,2022-11-16,7.3,1
E 7 St & Ave C,2022-11-14,6.3,1
E 7 St & Ave C,2022-11-09,8.7,1
Irving Ave & Jefferson St,2022-11-22,6.6,1
Kenmare St & Elizabeth St,2022-11-04,15.2,1
E 9 St & 5 Ave,2022-11-27,10.7,1
Amsterdam Ave & W 79 St,2022-11-19,2.8,1
Liberty St & Broadway,2022-11-23,9.4,1
Lexington Ave & E 36 St,2022-11-16,7.3,1
Lewis Ave & Madison St,2022-11-22,6.6,1
1 Ave & E 18 St,2022-11-01,16.9,1
E 16 St & 5 Ave,2022-11-23,9.4,1
E 15 St & 3 Ave,2022-11-22,6.6,1
Creston Ave & E 178 St,2022-11-25,10.0,1
E 59 St & Madison Ave,2022-11-16,7.3,1
61 St & 39 Ave,2022-11-19,2.8,1
W 31 St & 7 Ave,2022-11-01,16.9,1
E 44 St & Lexington Ave,2022-11-09,8.7,1
FDR Drive & E 35 St,2022-11-04,15.2,1
E 53 St & Lexington Ave,2022-11-18,4.5,1
Adam Clayton Powell Blvd & W 141 St,2022-11-05,19.4,1
N Moore St & Hudson St,2022-11-09,8.7,1
Willoughby Ave & Walworth St,2022-11-10,12.6,1
Clermont Ave & Park Ave,2022-11-12,19.7,1
W 51 St & 6 Ave,2022-11-01,16.9,1
W 21 St & 6 Ave,2022-11-01,16.9,1
W 87 St & Amsterdam Ave,2022-11-28,12.2,1
William St & Pine St,2022-11-09,8.7,1
W 42 St & Dyer Ave,2022-11-14,6.3,1
William St & Pine St,2022-11-01,16.9,1
Central Ave & Starr Street,2022-11-16,7.3,1
9 Ave & W 22 St,2022-11-02,17.6,1
Broadway & W 56 St,2022-11-14,6.3,1
West Drive & Prospect Park West,2022-11-10,12.6,1
Madison Av & E 51 St,2022-11-10,12.6,1
Lenox Ave & W 115 St,2022-11-07,21.3,1
W 34 St & 11 Ave,2022-11-06,19.8,1
E 91 St & 2 Ave,2022-11-24,8.1,1
Hanson Pl & Ashland Pl,2022-11-29,5.4,1
E 5 St & Ave A,2022-11-21,1.1,1
2 Ave & E 96 St,2022-11-03,15.7,1
Allen St & Hester St,2022-11-06,19.8,1
West St & Liberty St,2022-11-13,12.9,1
11 Ave & W 41 St,2022-11-08,13.2,1
W 53 St & 10 Ave,2022-11-21,1.1,1
21 St & 21 Ave,2022-11-16,7.3,1
Clay Ave & E 173 St,2022-11-08,13.2,1
Lispenard St & Broadway,2022-11-12,19.7,1
W 31 St & 7 Ave,2022-11-05,19.4,1
W 56 St & 8 Ave,2022-11-29,5.4,1
Norfolk St & Broome St,2022-11-07,21.3,1
8 Ave & W 16 St,2022-11-21,1.1,1
8 Ave & W 16 St,2022-11-20,2.7,1
W 22 St & 8 Ave,2022-11-24,8.1,1
E 16 St & 5 Ave,2022-11-03,15.7,1
Broadway & W 38 St,2022-11-11,16.4,1
Carroll St & 6 Ave,2022-11-13,12.9,1
W 26 St & 8 Ave,2022-11-22,6.6,1
W 22 St & 8 Ave,2022-11-09,8.7,1
Clay Ave & E 173 St,2022-11-19,2.8,1
Clinton Ave & Myrtle Ave,2022-11-22,6.6,1
Prospect Park West & 8 St,2022-11-20,2.7,1
Madison St & Montgomery St,2022-11-07,21.3,1
W 26 St & 8 Ave,2022-11-29,5.4,1
7 Ave S & Bleecker St,2022-11-23,9.4,1
Franklin St & Dupont St,2022-11-21,1.1,1
Morton St & Washington St,2022-11-08,13.2,1
Bridge St & Water St,2022-11-07,21.3,1
W 17 St & 8 Ave,2022-11-04,15.2,1
LaGuardia Pl & W 3 St,2022-11-01,16.9,1
Ave A & E 14 St,2022-11-09,8.7,1
W 18 St & 6 Ave,2022-11-19,2.8,1
10 St & 7 Ave,2022-11-12,19.7,1
8 Ave & W 52 St,2022-11-14,6.3,1
Lafayette St & E 8 St,2022-11-10,12.6,1
E 47 St & 1 Ave,2022-11-09,8.7,1
W 13 St & 5 Ave,2022-11-08,13.2,1
Grand St & Samuel Dickstein Plaza,2022-11-15,4.9,1
Bleecker St & Crosby St,2022-11-04,15.2,1
E 11 St & 3 Ave,2022-11-04,15.2,1
E 33 St & 5 Ave,2022-11-20,2.7,1
2 Ave & E 29 St,2022-11-15,4.9,1
6 Ave & W 33 St,2022-11-11,16.4,1
W 56 St & 6 Ave,2022-11-07,21.3,1
W 51 St & Rockefeller Plaza,2022-11-12,19.7,1
Bayard St & Baxter St,2022-11-26,9.3,1
Leonard St & Church St,2022-11-11,16.4,1
Cleveland Pl & Spring St,2022-11-27,10.7,1
Brook Ave & E 157 St,2022-11-27,10.7,1
Broadway & W 51 St,2022-11-07,21.3,1
Montrose Ave & Bushwick Ave,2022-11-17,5.7,1
Bushwick Ave & Stagg St,2022-11-28,12.2,1
South St & Gouverneur Ln,2022-11-01,16.9,1
Washington Pl & 6 Ave,2022-11-10,12.6,1
W 52 St & 6 Ave,2022-11-03,15.7,1
Carroll St & Smith St,2022-11-08,13.2,1
Allen St & Stanton St,2022-11-23,9.4,1
10 St & 7 Ave,2022-11-29,5.4,1
Clinton St & Grand St,2022-11-14,6.3,1
W 54 St & 11 Ave,2022-11-02,17.6,1
W 25 St & 6 Ave,2022-11-26,9.3,1
W 42 St & 6 Ave,2022-11-22,6.6,1
W 13 St & 5 Ave,2022-11-03,15.7,1
Centre St & Chambers St,2022-11-09,8.7,1
W 51 St & Rockefeller Plaza,2022-11-08,13.2,1
Centre St & Chambers St,2022-11-01,16.9,1
Meserole Ave & Manhattan Ave,2022-11-16,7.3,1
South St & Whitehall St,2022-11-14,6.3,1
South St & Whitehall St,2022-11-04,15.2,1
2 Ave & E 96 St,2022-11-15,4.9,1
Bayard St & Baxter St,2022-11-06,19.8,1
Old Slip & South St,2022-11-26,9.3,1
Allen St & Hester St,2022-11-10,12.6,1
Milton St & Franklin St,2022-11-18,4.5,1
Norfolk St & Broome St,2022-11-04,15.2,1
E 169 St & Webster Ave,2022-11-12,19.7,1
N 12 St & Bedford Ave,2022-11-29,5.4,1
3 St & 7 Ave,2022-11-20,2.7,1
Lafayette Ave & St James Pl,2022-11-22,6.6,1
Plaza St East & Flatbush Ave,2022-11-15,4.9,1
Broadway & W 48 St,2022-11-16,7.3,1
Delancey St & Eldridge St,2022-11-16,7.3,1
Grand St & Havemeyer St,2022-11-01,16.9,1
Broadway & W 133 St,2022-11-05,19.4,1
St Nicholas Ave & Manhattan Ave,2022-11-15,4.9,1
Adam Clayton Powell Blvd & W 126 St,2022-11-29,5.4,1
Adam Clayton Powell Blvd & W 126 St,2022-11-02,17.6,1
Irving Ave & Harman St,2022-11-18,4.5,1
21 St & 36 Ave,2022-11-06,19.8,1
Broadway & W 51 St,2022-11-12,19.7,1
Southpoint Park,2022-11-24,8.1,1
E 56 St & Madison Ave,2022-11-28,12.2,1
Frederick Douglass Blvd & W 129 St,2022-11-06,19.8,1
2 Ave & E 72 St,2022-11-12,19.7,1
Court St & State St,2022-11-08,13.2,1
W 18 St & 6 Ave,2022-11-22,6.6,1
Clark St & Henry St,2022-11-17,5.7,1
E 85 St & 3 Ave,2022-11-14,6.3,1
W 13 St & 7 Ave,2022-11-29,5.4,1
5 Ave & E 78 St,2022-11-06,19.8,1
5 Ave & E 78 St,2022-11-07,21.3,1
W 22 St & 8 Ave,2022-11-16,7.3,1
E 25 St & 1 Ave,2022-11-07,21.3,1
W 135 St & Lenox Terrace Pl,2022-11-26,9.3,1
W 111 St & 5 Ave,2022-11-14,6.3,1
Greenpoint Ave & Manhattan Ave,2022-11-23,9.4,1
E 95 St & 3 Ave,2022-11-25,10.0,1
E 91 St & 2 Ave,2022-11-06,19.8,1
Grand St & Havemeyer St,2022-11-05,19.4,1
